time,branch,transactions_per_min
2025-09-01T05:31:00Z,Punggol,64
2025-09-01T05:31:00Z,Bukit Timah,49
2025-09-01T05:31:00Z,Yishun,29
2025-09-01T05:31:00Z,Hougang,68
2025-09-01T05:32:00Z,Central,68
2025-09-01T05:32:00Z,Orchard,89
2025-09-01T05:32:00Z,Tampines,58
2025-09-01T05:32:00Z,Jurong,68
2025-09-01T05:32:00Z,Woodlands,36
2025-09-01T05:32:00Z,Toa Payoh,40
2025-09-01T05:32:00Z,Changi,27
2025-09-01T05:32:00Z,Clementi,77
2025-09-01T05:32:00Z,Punggol,55
2025-09-01T05:32:00Z,Bukit Timah,56
2025-09-01T05:32:00Z,Yishun,27
2025-09-01T05:32:00Z,Hougang,94
2025-09-01T05:33:00Z,Central,77
2025-09-01T05:33:00Z,Orchard,99
2025-09-01T05:33:00Z,Tampines,56
2025-09-01T05:33:00Z,Jurong,64
2025-09-01T05:33:00Z,Woodlands,30
2025-09-01T05:33:00Z,Toa Payoh,48
2025-09-01T05:33:00Z,Changi,36
2025-09-01T05:33:00Z,Clementi,85
2025-09-01T05:33:00Z,Punggol,63
2025-09-01T05:33:00Z,Bukit Timah,61
2025-09-01T05:33:00Z,Yishun,29
2025-09-01T05:33:00Z,Hougang,78
2025-09-01T05:34:00Z,Central,73
2025-09-01T05:34:00Z,Orchard,109
2025-09-01T05:34:00Z,Tampines,65
2025-09-01T05:34:00Z,Jurong,64
2025-09-01T05:34:00Z,Woodlands,48
2025-09-01T05:34:00Z,Toa Payoh,50
2025-09-01T05:34:00Z,Changi,33
2025-09-01T05:34:00Z,Clementi,88
2025-09-01T05:34:00Z,Punggol,65
2025-09-01T05:34:00Z,Bukit Timah,57
2025-09-01T05:34:00Z,Yishun,36
2025-09-01T05:34:00Z,Hougang,69
2025-09-01T05:35:00Z,Central,79
2025-09-01T05:35:00Z,Orchard,88
2025-09-01T05:35:00Z,Tampines,66
2025-09-01T05:35:00Z,Jurong,61
2025-09-01T05:35:00Z,Woodlands,47
2025-09-01T05:35:00Z,Toa Payoh,41
2025-09-01T05:35:00Z,Changi,25
2025-09-01T05:35:00Z,Clementi,81
2025-09-01T05:35:00Z,Punggol,60
2025-09-01T05:35:00Z,Bukit Timah,74
2025-09-01T05:35:00Z,Yishun,31
2025-09-01T05:35:00Z,Hougang,75
2025-09-01T05:36:00Z,Central,64
2025-09-01T05:36:00Z,Orchard,85
2025-09-01T05:36:00Z,Tampines,82
2025-09-01T05:36:00Z,Jurong,66
2025-09-01T05:36:00Z,Woodlands,38
2025-09-01T05:36:00Z,Toa Payoh,41
2025-09-01T05:36:00Z,Changi,34
2025-09-01T05:36:00Z,Clementi,86
2025-09-01T05:36:00Z,Punggol,64
2025-09-01T05:36:00Z,Bukit Timah,71
2025-09-01T05:36:00Z,Yishun,28
2025-09-01T05:36:00Z,Hougang,80
2025-09-01T05:37:00Z,Central,76
2025-09-01T05:37:00Z,Orchard,104
2025-09-01T05:37:00Z,Tampines,61
2025-09-01T05:37:00Z,Jurong,69
2025-09-01T05:37:00Z,Woodlands,37
2025-09-01T05:37:00Z,Toa Payoh,34
2025-09-01T05:37:00Z,Changi,26
2025-09-01T05:37:00Z,Clementi,84
2025-09-01T05:37:00Z,Punggol,56
2025-09-01T05:37:00Z,Bukit Timah,66
2025-09-01T05:37:00Z,Yishun,32
2025-09-01T05:37:00Z,Hougang,93
2025-09-01T05:38:00Z,Central,65
2025-09-01T05:38:00Z,Orchard,104
2025-09-01T05:38:00Z,Tampines,64
2025-09-01T05:38:00Z,Jurong,61
2025-09-01T05:38:00Z,Woodlands,39
2025-09-01T05:38:00Z,Toa Payoh,50
2025-09-01T05:38:00Z,Changi,46
2025-09-01T05:38:00Z,Clementi,75
2025-09-01T05:38:00Z,Punggol,60
2025-09-01T05:38:00Z,Bukit Timah,66
2025-09-01T05:38:00Z,Yishun,33
2025-09-01T05:38:00Z,Hougang,92
2025-09-01T05:39:00Z,Central,79
2025-09-01T05:39:00Z,Orchard,91
2025-09-01T05:39:00Z,Tampines,64
2025-09-01T05:39:00Z,Jurong,54
2025-09-01T05:39:00Z,Woodlands,40
2025-09-01T05:39:00Z,Toa Payoh,50
2025-09-01T05:39:00Z,Changi,38
2025-09-01T05:39:00Z,Clementi,77
2025-09-01T05:39:00Z,Punggol,48
2025-09-01T05:39:00Z,Bukit Timah,66
2025-09-01T05:39:00Z,Yishun,27
2025-09-01T05:39:00Z,Hougang,90
2025-09-01T05:40:00Z,Central,68
2025-09-01T05:40:00Z,Orchard,102
2025-09-01T05:40:00Z,Tampines,69
2025-09-01T05:40:00Z,Jurong,59
2025-09-01T05:40:00Z,Woodlands,41
2025-09-01T05:40:00Z,Toa Payoh,30
2025-09-01T05:40:00Z,Changi,27
2025-09-01T05:40:00Z,Clementi,64
2025-09-01T05:40:00Z,Punggol,56
2025-09-01T05:40:00Z,Bukit Timah,78
2025-09-01T05:40:00Z,Yishun,34
2025-09-01T05:40:00Z,Hougang,87
2025-09-01T05:41:00Z,Central,74
2025-09-01T05:41:00Z,Orchard,96
2025-09-01T05:41:00Z,Tampines,57
2025-09-01T05:41:00Z,Jurong,65
2025-09-01T05:41:00Z,Woodlands,50
2025-09-01T05:41:00Z,Toa Payoh,33
2025-09-01T05:41:00Z,Changi,28
2025-09-01T05:41:00Z,Clementi,77
2025-09-01T05:41:00Z,Punggol,50
2025-09-01T05:41:00Z,Bukit Timah,75
2025-09-01T05:41:00Z,Yishun,32
2025-09-01T05:41:00Z,Hougang,79
2025-09-01T05:42:00Z,Central,100
2025-09-01T05:42:00Z,Orchard,92
2025-09-01T05:42:00Z,Tampines,66
2025-09-01T05:42:00Z,Jurong,60
2025-09-01T05:42:00Z,Woodlands,36
2025-09-01T05:42:00Z,Toa Payoh,39
2025-09-01T05:42:00Z,Changi,26
2025-09-01T05:42:00Z,Clementi,54
2025-09-01T05:42:00Z,Punggol,56
2025-09-01T05:42:00Z,Bukit Timah,61
2025-09-01T05:42:00Z,Yishun,29
2025-09-01T05:42:00Z,Hougang,94
2025-09-01T05:43:00Z,Central,72
2025-09-01T05:43:00Z,Orchard,91
2025-09-01T05:43:00Z,Tampines,73
2025-09-01T05:43:00Z,Jurong,63
2025-09-01T05:43:00Z,Woodlands,30
2025-09-01T05:43:00Z,Toa Payoh,48
2025-09-01T05:43:00Z,Changi,34
2025-09-01T05:43:00Z,Clementi,65
2025-09-01T05:43:00Z,Punggol,57
2025-09-01T05:43:00Z,Bukit Timah,58
2025-09-01T05:43:00Z,Yishun,27
2025-09-01T05:43:00Z,Hougang,84
2025-09-01T05:44:00Z,Central,71
2025-09-01T05:44:00Z,Orchard,108
2025-09-01T05:44:00Z,Tampines,56
2025-09-01T05:44:00Z,Jurong,58
2025-09-01T05:44:00Z,Woodlands,34
2025-09-01T05:44:00Z,Toa Payoh,38
2025-09-01T05:44:00Z,Changi,26
2025-09-01T05:44:00Z,Clementi,85
2025-09-01T05:44:00Z,Punggol,49
2025-09-01T05:44:00Z,Bukit Timah,72
2025-09-01T05:44:00Z,Yishun,31
2025-09-01T05:44:00Z,Hougang,88
2025-09-01T05:45:00Z,Central,72
2025-09-01T05:45:00Z,Orchard,86
2025-09-01T05:45:00Z,Tampines,82
2025-09-01T05:45:00Z,Jurong,59
2025-09-01T05:45:00Z,Woodlands,39
2025-09-01T05:45:00Z,Toa Payoh,26
2025-09-01T05:45:00Z,Changi,36
2025-09-01T05:45:00Z,Clementi,85
2025-09-01T05:45:00Z,Punggol,65
2025-09-01T05:45:00Z,Bukit Timah,70
2025-09-01T05:45:00Z,Yishun,26
2025-09-01T05:45:00Z,Hougang,65
2025-09-01T05:46:00Z,Central,77
2025-09-01T05:46:00Z,Orchard,95
2025-09-01T05:46:00Z,Tampines,66
2025-09-01T05:46:00Z,Jurong,72
2025-09-01T05:46:00Z,Woodlands,38
2025-09-01T05:46:00Z,Toa Payoh,36
2025-09-01T05:46:00Z,Changi,21
2025-09-01T05:46:00Z,Clementi,60
2025-09-01T05:46:00Z,Punggol,68
2025-09-01T05:46:00Z,Bukit Timah,70
2025-09-01T05:46:00Z,Yishun,34
2025-09-01T05:46:00Z,Hougang,88
2025-09-01T05:47:00Z,Central,54
2025-09-01T05:47:00Z,Orchard,85
2025-09-01T05:47:00Z,Tampines,67
2025-09-01T05:47:00Z,Jurong,61
2025-09-01T05:47:00Z,Woodlands,35
2025-09-01T05:47:00Z,Toa Payoh,44
2025-09-01T05:47:00Z,Changi,38
2025-09-01T05:47:00Z,Clementi,65
2025-09-01T05:47:00Z,Punggol,54
2025-09-01T05:47:00Z,Bukit Timah,52
2025-09-01T05:47:00Z,Yishun,22
2025-09-01T05:47:00Z,Hougang,94
2025-09-01T05:48:00Z,Central,83
2025-09-01T05:48:00Z,Orchard,105
2025-09-01T05:48:00Z,Tampines,76
2025-09-01T05:48:00Z,Jurong,77
2025-09-01T05:48:00Z,Woodlands,36
2025-09-01T05:48:00Z,Toa Payoh,43
2025-09-01T05:48:00Z,Changi,25
2025-09-01T05:48:00Z,Clementi,85
2025-09-01T05:48:00Z,Punggol,61
2025-09-01T05:48:00Z,Bukit Timah,77
2025-09-01T05:48:00Z,Yishun,36
2025-09-01T05:48:00Z,Hougang,73
2025-09-01T05:49:00Z,Central,71
2025-09-01T05:49:00Z,Orchard,74
2025-09-01T05:49:00Z,Tampines,77
2025-09-01T05:49:00Z,Jurong,55
2025-09-01T05:49:00Z,Woodlands,37
2025-09-01T05:49:00Z,Toa Payoh,36
2025-09-01T05:49:00Z,Changi,33
2025-09-01T05:49:00Z,Clementi,66
2025-09-01T05:49:00Z,Punggol,59
2025-09-01T05:49:00Z,Bukit Timah,69
2025-09-01T05:49:00Z,Yishun,23
2025-09-01T05:49:00Z,Hougang,84
2025-09-01T05:50:00Z,Central,77
2025-09-01T05:50:00Z,Orchard,100
2025-09-01T05:50:00Z,Tampines,63
2025-09-01T05:50:00Z,Jurong,64
2025-09-01T05:50:00Z,Woodlands,39
2025-09-01T05:50:00Z,Toa Payoh,42
2025-09-01T05:50:00Z,Changi,33
2025-09-01T05:50:00Z,Clementi,76
2025-09-01T05:50:00Z,Punggol,63
2025-09-01T05:50:00Z,Bukit Timah,66
2025-09-01T05:50:00Z,Yishun,29
2025-09-01T05:50:00Z,Hougang,81
2025-09-01T05:51:00Z,Central,73
2025-09-01T05:51:00Z,Orchard,83
2025-09-01T05:51:00Z,Tampines,76
2025-09-01T05:51:00Z,Jurong,68
2025-09-01T05:51:00Z,Woodlands,38
2025-09-01T05:51:00Z,Toa Payoh,31
2025-09-01T05:51:00Z,Changi,24
2025-09-01T05:51:00Z,Clementi,71
2025-09-01T05:51:00Z,Punggol,54
2025-09-01T05:51:00Z,Bukit Timah,52
2025-09-01T05:51:00Z,Yishun,43
2025-09-01T05:51:00Z,Hougang,81
2025-09-01T05:52:00Z,Central,81
2025-09-01T05:52:00Z,Orchard,88
2025-09-01T05:52:00Z,Tampines,73
2025-09-01T05:52:00Z,Jurong,53
2025-09-01T05:52:00Z,Woodlands,38
2025-09-01T05:52:00Z,Toa Payoh,28
2025-09-01T05:52:00Z,Changi,34
2025-09-01T05:52:00Z,Clementi,82
2025-09-01T05:52:00Z,Punggol,78
2025-09-01T05:52:00Z,Bukit Timah,71
2025-09-01T05:52:00Z,Yishun,42
2025-09-01T05:52:00Z,Hougang,76
2025-09-01T05:53:00Z,Central,75
2025-09-01T05:53:00Z,Orchard,89
2025-09-01T05:53:00Z,Tampines,62
2025-09-01T05:53:00Z,Jurong,60
2025-09-01T05:53:00Z,Woodlands,45
2025-09-01T05:53:00Z,Toa Payoh,27
2025-09-01T05:53:00Z,Changi,41
2025-09-01T05:53:00Z,Clementi,82
2025-09-01T05:53:00Z,Punggol,49
2025-09-01T05:53:00Z,Bukit Timah,61
2025-09-01T05:53:00Z,Yishun,35
2025-09-01T05:53:00Z,Hougang,81
2025-09-01T05:54:00Z,Central,67
2025-09-01T05:54:00Z,Orchard,93
2025-09-01T05:54:00Z,Tampines,59
2025-09-01T05:54:00Z,Jurong,75
2025-09-01T05:54:00Z,Woodlands,30
2025-09-01T05:54:00Z,Toa Payoh,41
2025-09-01T05:54:00Z,Changi,28
2025-09-01T05:54:00Z,Clementi,75
2025-09-01T05:54:00Z,Punggol,60
2025-09-01T05:54:00Z,Bukit Timah,58
2025-09-01T05:54:00Z,Yishun,30
2025-09-01T05:54:00Z,Hougang,81
2025-09-01T05:55:00Z,Central,82
2025-09-01T05:55:00Z,Orchard,111
2025-09-01T05:55:00Z,Tampines,70
2025-09-01T05:55:00Z,Jurong,62
2025-09-01T05:55:00Z,Woodlands,36
2025-09-01T05:55:00Z,Toa Payoh,38
2025-09-01T05:55:00Z,Changi,37
2025-09-01T05:55:00Z,Clementi,74
2025-09-01T05:55:00Z,Punggol,69
2025-09-01T05:55:00Z,Bukit Timah,65
2025-09-01T05:55:00Z,Yishun,38
2025-09-01T05:55:00Z,Hougang,86
2025-09-01T05:56:00Z,Central,74
2025-09-01T05:56:00Z,Orchard,77
2025-09-01T05:56:00Z,Tampines,76
2025-09-01T05:56:00Z,Jurong,53
2025-09-01T05:56:00Z,Woodlands,36
2025-09-01T05:56:00Z,Toa Payoh,36
2025-09-01T05:56:00Z,Changi,29
2025-09-01T05:56:00Z,Clementi,71
2025-09-01T05:56:00Z,Punggol,71
2025-09-01T05:56:00Z,Bukit Timah,72
2025-09-01T05:56:00Z,Yishun,27
2025-09-01T05:56:00Z,Hougang,76
2025-09-01T05:57:00Z,Central,89
2025-09-01T05:57:00Z,Orchard,94
2025-09-01T05:57:00Z,Tampines,80
2025-09-01T05:57:00Z,Jurong,62
2025-09-01T05:57:00Z,Woodlands,44
2025-09-01T05:57:00Z,Toa Payoh,35
2025-09-01T05:57:00Z,Changi,35
2025-09-01T05:57:00Z,Clementi,77
2025-09-01T05:57:00Z,Punggol,62
2025-09-01T05:57:00Z,Bukit Timah,66
2025-09-01T05:57:00Z,Yishun,36
2025-09-01T05:57:00Z,Hougang,81
2025-09-01T05:58:00Z,Central,82
2025-09-01T05:58:00Z,Orchard,99
2025-09-01T05:58:00Z,Tampines,67
2025-09-01T05:58:00Z,Jurong,81
2025-09-01T05:58:00Z,Woodlands,37
2025-09-01T05:58:00Z,Toa Payoh,32
2025-09-01T05:58:00Z,Changi,27
2025-09-01T05:58:00Z,Clementi,81
2025-09-01T05:58:00Z,Punggol,57
2025-09-01T05:58:00Z,Bukit Timah,76
2025-09-01T05:58:00Z,Yishun,31
2025-09-01T05:58:00Z,Hougang,92
2025-09-01T05:59:00Z,Central,71
2025-09-01T05:59:00Z,Orchard,96
2025-09-01T05:59:00Z,Tampines,67
2025-09-01T05:59:00Z,Jurong,67
2025-09-01T05:59:00Z,Woodlands,31
2025-09-01T05:59:00Z,Toa Payoh,31
2025-09-01T05:59:00Z,Changi,29
2025-09-01T05:59:00Z,Clementi,77
2025-09-01T05:59:00Z,Punggol,60
2025-09-01T05:59:00Z,Bukit Timah,69
2025-09-01T05:59:00Z,Yishun,33
2025-09-01T05:59:00Z,Hougang,75
2025-09-01T06:00:00Z,Central,96
2025-09-01T06:00:00Z,Orchard,95
2025-09-01T06:00:00Z,Tampines,52
2025-09-01T06:00:00Z,Jurong,52
2025-09-01T06:00:00Z,Woodlands,37
2025-09-01T06:00:00Z,Toa Payoh,30
2025-09-01T06:00:00Z,Changi,28
2025-09-01T06:00:00Z,Clementi,72
2025-09-01T06:00:00Z,Punggol,55
2025-09-01T06:00:00Z,Bukit Timah,66
2025-09-01T06:00:00Z,Yishun,25
2025-09-01T06:00:00Z,Hougang,83
2025-09-01T06:01:00Z,Central,76
2025-09-01T06:01:00Z,Orchard,113
2025-09-01T06:01:00Z,Tampines,64
2025-09-01T06:01:00Z,Jurong,56
2025-09-01T06:01:00Z,Woodlands,41
2025-09-01T06:01:00Z,Toa Payoh,25
2025-09-01T06:01:00Z,Changi,37
2025-09-01T06:01:00Z,Clementi,81
2025-09-01T06:01:00Z,Punggol,73
2025-09-01T06:01:00Z,Bukit Timah,68
2025-09-01T06:01:00Z,Yishun,37
2025-09-01T06:01:00Z,Hougang,77
2025-09-01T06:02:00Z,Central,69
2025-09-01T06:02:00Z,Orchard,108
2025-09-01T06:02:00Z,Tampines,67
2025-09-01T06:02:00Z,Jurong,58
2025-09-01T06:02:00Z,Woodlands,30
2025-09-01T06:02:00Z,Toa Payoh,32
2025-09-01T06:02:00Z,Changi,29
2025-09-01T06:02:00Z,Clementi,62
2025-09-01T06:02:00Z,Punggol,64
2025-09-01T06:02:00Z,Bukit Timah,66
2025-09-01T06:02:00Z,Yishun,29
2025-09-01T06:02:00Z,Hougang,71
2025-09-01T06:03:00Z,Central,65
2025-09-01T06:03:00Z,Orchard,98
2025-09-01T06:03:00Z,Tampines,62
2025-09-01T06:03:00Z,Jurong,55
2025-09-01T06:03:00Z,Woodlands,31
2025-09-01T06:03:00Z,Toa Payoh,37
2025-09-01T06:03:00Z,Changi,25
2025-09-01T06:03:00Z,Clementi,85
2025-09-01T06:03:00Z,Punggol,59
2025-09-01T06:03:00Z,Bukit Timah,61
2025-09-01T06:03:00Z,Yishun,30
2025-09-01T06:03:00Z,Hougang,102
2025-09-01T06:04:00Z,Central,84
2025-09-01T06:04:00Z,Orchard,83
2025-09-01T06:04:00Z,Tampines,64
2025-09-01T06:04:00Z,Jurong,63
2025-09-01T06:04:00Z,Woodlands,37
2025-09-01T06:04:00Z,Toa Payoh,27
2025-09-01T06:04:00Z,Changi,40
2025-09-01T06:04:00Z,Clementi,65
2025-09-01T06:04:00Z,Punggol,60
2025-09-01T06:04:00Z,Bukit Timah,57
2025-09-01T06:04:00Z,Yishun,22
2025-09-01T06:04:00Z,Hougang,90
2025-09-01T06:05:00Z,Central,82
2025-09-01T06:05:00Z,Orchard,93
2025-09-01T06:05:00Z,Tampines,48
2025-09-01T06:05:00Z,Jurong,54
2025-09-01T06:05:00Z,Woodlands,44
2025-09-01T06:05:00Z,Toa Payoh,39
2025-09-01T06:05:00Z,Changi,33
2025-09-01T06:05:00Z,Clementi,78
2025-09-01T06:05:00Z,Punggol,51
2025-09-01T06:05:00Z,Bukit Timah,79
2025-09-01T06:05:00Z,Yishun,31
2025-09-01T06:05:00Z,Hougang,79
2025-09-01T06:06:00Z,Central,73
2025-09-01T06:06:00Z,Orchard,102
2025-09-01T06:06:00Z,Tampines,86
2025-09-01T06:06:00Z,Jurong,61
2025-09-01T06:06:00Z,Woodlands,47
2025-09-01T06:06:00Z,Toa Payoh,38
2025-09-01T06:06:00Z,Changi,27
2025-09-01T06:06:00Z,Clementi,93
2025-09-01T06:06:00Z,Punggol,60
2025-09-01T06:06:00Z,Bukit Timah,82
2025-09-01T06:06:00Z,Yishun,29
2025-09-01T06:06:00Z,Hougang,74
2025-09-01T06:07:00Z,Central,79
2025-09-01T06:07:00Z,Orchard,95
2025-09-01T06:07:00Z,Tampines,79
2025-09-01T06:07:00Z,Jurong,59
2025-09-01T06:07:00Z,Woodlands,39
2025-09-01T06:07:00Z,Toa Payoh,47
2025-09-01T06:07:00Z,Changi,34
2025-09-01T06:07:00Z,Clementi,92
2025-09-01T06:07:00Z,Punggol,49
2025-09-01T06:07:00Z,Bukit Timah,64
2025-09-01T06:07:00Z,Yishun,30
2025-09-01T06:07:00Z,Hougang,91
2025-09-01T06:08:00Z,Central,83
2025-09-01T06:08:00Z,Orchard,89
2025-09-01T06:08:00Z,Tampines,63
2025-09-01T06:08:00Z,Jurong,57
2025-09-01T06:08:00Z,Woodlands,34
2025-09-01T06:08:00Z,Toa Payoh,42
2025-09-01T06:08:00Z,Changi,33
2025-09-01T06:08:00Z,Clementi,80
2025-09-01T06:08:00Z,Punggol,67
2025-09-01T06:08:00Z,Bukit Timah,78
2025-09-01T06:08:00Z,Yishun,20
2025-09-01T06:08:00Z,Hougang,82
2025-09-01T06:09:00Z,Central,75
2025-09-01T06:09:00Z,Orchard,96
2025-09-01T06:09:00Z,Tampines,72
2025-09-01T06:09:00Z,Jurong,52
2025-09-01T06:09:00Z,Woodlands,38
2025-09-01T06:09:00Z,Toa Payoh,35
2025-09-01T06:09:00Z,Changi,25
2025-09-01T06:09:00Z,Clementi,79
2025-09-01T06:09:00Z,Punggol,49
2025-09-01T06:09:00Z,Bukit Timah,65
2025-09-01T06:09:00Z,Yishun,28
2025-09-01T06:09:00Z,Hougang,77
2025-09-01T06:10:00Z,Central,70
2025-09-01T06:10:00Z,Orchard,88
2025-09-01T06:10:00Z,Tampines,65
2025-09-01T06:10:00Z,Jurong,65
2025-09-01T06:10:00Z,Woodlands,39
2025-09-01T06:10:00Z,Toa Payoh,32
2025-09-01T06:10:00Z,Changi,30
2025-09-01T06:10:00Z,Clementi,78
2025-09-01T06:10:00Z,Punggol,63
2025-09-01T06:10:00Z,Bukit Timah,69
2025-09-01T06:10:00Z,Yishun,21
2025-09-01T06:10:00Z,Hougang,76
2025-09-01T06:11:00Z,Central,75
2025-09-01T06:11:00Z,Orchard,90
2025-09-01T06:11:00Z,Tampines,72
2025-09-01T06:11:00Z,Jurong,67
2025-09-01T06:11:00Z,Woodlands,39
2025-09-01T06:11:00Z,Toa Payoh,34
2025-09-01T06:11:00Z,Changi,37
2025-09-01T06:11:00Z,Clementi,69
2025-09-01T06:11:00Z,Punggol,58
2025-09-01T06:11:00Z,Bukit Timah,62
2025-09-01T06:11:00Z,Yishun,38
2025-09-01T06:11:00Z,Hougang,88
2025-09-01T06:12:00Z,Central,80
2025-09-01T06:12:00Z,Orchard,89
2025-09-01T06:12:00Z,Tampines,69
2025-09-01T06:12:00Z,Jurong,56
2025-09-01T06:12:00Z,Woodlands,26
2025-09-01T06:12:00Z,Toa Payoh,32
2025-09-01T06:12:00Z,Changi,23
2025-09-01T06:12:00Z,Clementi,70
2025-09-01T06:12:00Z,Punggol,61
2025-09-01T06:12:00Z,Bukit Timah,68
2025-09-01T06:12:00Z,Yishun,30
2025-09-01T06:12:00Z,Hougang,78
2025-09-01T06:13:00Z,Central,73
2025-09-01T06:13:00Z,Orchard,93
2025-09-01T06:13:00Z,Tampines,75
2025-09-01T06:13:00Z,Jurong,52
2025-09-01T06:13:00Z,Woodlands,36
2025-09-01T06:13:00Z,Toa Payoh,35
2025-09-01T06:13:00Z,Changi,44
2025-09-01T06:13:00Z,Clementi,85
2025-09-01T06:13:00Z,Punggol,41
2025-09-01T06:13:00Z,Bukit Timah,69
2025-09-01T06:13:00Z,Yishun,36
2025-09-01T06:13:00Z,Hougang,74
2025-09-01T06:14:00Z,Central,92
2025-09-01T06:14:00Z,Orchard,103
2025-09-01T06:14:00Z,Tampines,69
2025-09-01T06:14:00Z,Jurong,55
2025-09-01T06:14:00Z,Woodlands,45
2025-09-01T06:14:00Z,Toa Payoh,35
2025-09-01T06:14:00Z,Changi,29
2025-09-01T06:14:00Z,Clementi,84
2025-09-01T06:14:00Z,Punggol,67
2025-09-01T06:14:00Z,Bukit Timah,63
2025-09-01T06:14:00Z,Yishun,26
2025-09-01T06:14:00Z,Hougang,77
2025-09-01T06:15:00Z,Central,74
2025-09-01T06:15:00Z,Orchard,86
2025-09-01T06:15:00Z,Tampines,67
2025-09-01T06:15:00Z,Jurong,61
2025-09-01T06:15:00Z,Woodlands,37
2025-09-01T06:15:00Z,Toa Payoh,33
2025-09-01T06:15:00Z,Changi,42
2025-09-01T06:15:00Z,Clementi,78
2025-09-01T06:15:00Z,Punggol,57
2025-09-01T06:15:00Z,Bukit Timah,57
2025-09-01T06:15:00Z,Yishun,24
2025-09-01T06:15:00Z,Hougang,101
2025-09-01T06:16:00Z,Central,77
2025-09-01T06:16:00Z,Orchard,89
2025-09-01T06:16:00Z,Tampines,80
2025-09-01T06:16:00Z,Jurong,65
2025-09-01T06:16:00Z,Woodlands,35
2025-09-01T06:16:00Z,Toa Payoh,32
2025-09-01T06:16:00Z,Changi,31
2025-09-01T06:16:00Z,Clementi,84
2025-09-01T06:16:00Z,Punggol,65
2025-09-01T06:16:00Z,Bukit Timah,67
2025-09-01T06:16:00Z,Yishun,27
2025-09-01T06:16:00Z,Hougang,105
2025-09-01T06:17:00Z,Central,83
2025-09-01T06:17:00Z,Orchard,90
2025-09-01T06:17:00Z,Tampines,66
2025-09-01T06:17:00Z,Jurong,62
2025-09-01T06:17:00Z,Woodlands,29
2025-09-01T06:17:00Z,Toa Payoh,30
2025-09-01T06:17:00Z,Changi,41
2025-09-01T06:17:00Z,Clementi,80
2025-09-01T06:17:00Z,Punggol,74
2025-09-01T06:17:00Z,Bukit Timah,74
2025-09-01T06:17:00Z,Yishun,35
2025-09-01T06:17:00Z,Hougang,75
2025-09-01T06:18:00Z,Central,70
2025-09-01T06:18:00Z,Orchard,66
2025-09-01T06:18:00Z,Tampines,63
2025-09-01T06:18:00Z,Jurong,54
2025-09-01T06:18:00Z,Woodlands,37
2025-09-01T06:18:00Z,Toa Payoh,35
2025-09-01T06:18:00Z,Changi,23
2025-09-01T06:18:00Z,Clementi,81
2025-09-01T06:18:00Z,Punggol,67
2025-09-01T06:18:00Z,Bukit Timah,80
2025-09-01T06:18:00Z,Yishun,39
2025-09-01T06:18:00Z,Hougang,92
2025-09-01T06:19:00Z,Central,81
2025-09-01T06:19:00Z,Orchard,115
2025-09-01T06:19:00Z,Tampines,71
2025-09-01T06:19:00Z,Jurong,76
2025-09-01T06:19:00Z,Woodlands,36
2025-09-01T06:19:00Z,Toa Payoh,42
2025-09-01T06:19:00Z,Changi,20
2025-09-01T06:19:00Z,Clementi,77
2025-09-01T06:19:00Z,Punggol,70
2025-09-01T06:19:00Z,Bukit Timah,54
2025-09-01T06:19:00Z,Yishun,29
2025-09-01T06:19:00Z,Hougang,79
2025-09-01T06:20:00Z,Central,73
2025-09-01T06:20:00Z,Orchard,93
2025-09-01T06:20:00Z,Tampines,83
2025-09-01T06:20:00Z,Jurong,66
2025-09-01T06:20:00Z,Woodlands,36
2025-09-01T06:20:00Z,Toa Payoh,33
2025-09-01T06:20:00Z,Changi,34
2025-09-01T06:20:00Z,Clementi,75
2025-09-01T06:20:00Z,Punggol,61
2025-09-01T06:20:00Z,Bukit Timah,59
2025-09-01T06:20:00Z,Yishun,25
2025-09-01T06:20:00Z,Hougang,89
2025-09-01T06:21:00Z,Central,69
2025-09-01T06:21:00Z,Orchard,102
2025-09-01T06:21:00Z,Tampines,67
2025-09-01T06:21:00Z,Jurong,65
2025-09-01T06:21:00Z,Woodlands,42
2025-09-01T06:21:00Z,Toa Payoh,32
2025-09-01T06:21:00Z,Changi,24
2025-09-01T06:21:00Z,Clementi,71
2025-09-01T06:21:00Z,Punggol,65
2025-09-01T06:21:00Z,Bukit Timah,72
2025-09-01T06:21:00Z,Yishun,25
2025-09-01T06:21:00Z,Hougang,79
2025-09-01T06:22:00Z,Central,82
2025-09-01T06:22:00Z,Orchard,105
2025-09-01T06:22:00Z,Tampines,71
2025-09-01T06:22:00Z,Jurong,58
2025-09-01T06:22:00Z,Woodlands,36
2025-09-01T06:22:00Z,Toa Payoh,37
2025-09-01T06:22:00Z,Changi,38
2025-09-01T06:22:00Z,Clementi,94
2025-09-01T06:22:00Z,Punggol,55
2025-09-01T06:22:00Z,Bukit Timah,76
2025-09-01T06:22:00Z,Yishun,33
2025-09-01T06:22:00Z,Hougang,74
2025-09-01T06:23:00Z,Central,66
2025-09-01T06:23:00Z,Orchard,87
2025-09-01T06:23:00Z,Tampines,73
2025-09-01T06:23:00Z,Jurong,62
2025-09-01T06:23:00Z,Woodlands,42
2025-09-01T06:23:00Z,Toa Payoh,39
2025-09-01T06:23:00Z,Changi,26
2025-09-01T06:23:00Z,Clementi,78
2025-09-01T06:23:00Z,Punggol,67
2025-09-01T06:23:00Z,Bukit Timah,63
